Precinct Code,Contest Title,Candidate Name,Party Code,Votes
274,"Chief Justice, Supreme Court",William Moody,DEM,338
274,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,42
274,Commissioner of Agriculture,Jim Hogan,DEM,328
274,Commissioner of Agriculture,Kenneth Kendrick,GRN,16
274,Commissioner of Agriculture,Sid Miller,REP,289
274,Commissioner of the General Land Office,George P. Bush,REP,311
274,Commissioner of the General Land Office,John Cook,DEM,335
274,Commissioner of the General Land Office,Justin Knight,LIB,30
274,Commissioner of the General Land Office,Valerie Alessi,GRN,15
274,Comptroller of Public Accounts,Ben Sanders,LIB,43
274,Comptroller of Public Accounts,Deb Shafto,GRN,7
274,Comptroller of Public Accounts,Glenn Hegar,REP,294
274,Comptroller of Public Accounts,Mike Collier,DEM,344
274,"County Commissioner, Precinct No. 2",Cynthia Long,REP,297
274,"County Commissioner, Precinct No. 2","Eddie B. Hurst, Jr.",DEM,329
274,"County Commissioner, Precinct No. 2",Meta Lyons-Bates,LIB,35
274,County Judge,Dan A. Gattis,REP,311
274,County Judge,Michael H. Custer,DEM,350
274,"District 6, Austin City Council",Don Zimmerman,NON,94
274,"District 6, Austin City Council","James ""Jimmy"" Flannigan",NON,128
274,"District 6, Austin City Council",Jay Wiley,NON,102
274,"District 6, Austin City Council","Lloyd ""Pete"" Phillips",NON,25
274,"District 6, Austin City Council",Mackenzie Kelly,NON,49
274,"District 6, Austin City Council",Matt Stillwell,NON,98
274,"District Judge, 277th Judicial District",Stacey Mathews,REP,369
274,"District Judge, 368th Judicial District",Rick J. Kennon,REP,356
274,Governor,Brandon Parmer,GRN,3
274,Governor,Greg Abbott,REP,305
274,Governor,Kathie Glass,LIB,16
274,Governor,Wendy R. Davis,DEM,380
274,Governor,WRITE-IN,NON,2
274,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,301
274,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,329
274,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,43
274,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,128
274,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,324
274,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,139
274,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,333
274,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,126
274,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,126
274,"Justice of the Peace, Precinct No. 2",Dan Michael,LIB,182
274,"Justice of the Peace, Precinct No. 2",Edna Staudt,REP,344
274,"Justice, Supreme Court, Place 6",Jeff Brown,REP,300
274,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,332
274,"Justice, Supreme Court, Place 6",Mark Ash,LIB,51
274,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,7
274,"Justice, Supreme Court, Place 7",Don Fulton,LIB,42
274,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,341
274,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,295
274,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,137
274,"Justice, Supreme Court, Place 8",Phil Johnson,REP,327
274,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,121
274,Lieutenant Governor,Chandrakantha Courtney,GRN,10
274,Lieutenant Governor,Dan Patrick,REP,287
274,Lieutenant Governor,Leticia Van de Putte,DEM,363
274,Lieutenant Governor,Robert D. Butler,LIB,38
274,"Mayor, City of Austin",David Orshalick,NON,8
274,"Mayor, City of Austin",Mary Catherine Krenek,NON,35
274,"Mayor, City of Austin",Mike Martinez,NON,128
274,"Mayor, City of Austin",Randall Stephens,NON,17
274,"Mayor, City of Austin",Ronald Culver,NON,5
274,"Mayor, City of Austin",Sheryl Cole,NON,64
274,"Mayor, City of Austin",Steve Adler,NON,228
274,"Mayor, City of Austin",Todd Phelps,NON,70
274,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,160
274,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,181
274,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,113
274,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,236
274,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,62
274,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,94
274,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,72
274,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,37
274,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,45
274,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,13
274,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,176
274,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,194
274,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,107
274,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,112
274,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,119
274,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,192
274,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,117
274,Railroad Commissioner,Mark A. Miller,LIB,40
274,Railroad Commissioner,Martina Salinas,GRN,11
274,Railroad Commissioner,Ryan Sitton,REP,289
274,Railroad Commissioner,Steve Brown,DEM,341
274,"State Representative, District 136","John H. Bucy, III",DEM,358
274,"State Representative, District 136",Justin Billiot,LIB,30
274,"State Representative, District 136",Tony Dale,REP,294
274,"State Senator, District 5",Charles Schwertner,REP,295
274,"State Senator, District 5",Joel Shapiro,DEM,348
274,"State Senator, District 5",Matthew Whittington,LIB,35
274,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,147
274,STRAIGHT PARTY,GREEN PARTY,GRN,1
274,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,5
274,STRAIGHT PARTY,REPUBLICAN PARTY,REP,164
274,TX Prop 1,Against (En Contra),NON,257
274,TX Prop 1,For (A Favor),NON,414
274,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,328
274,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,6
274,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,322
274,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,42
274,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,1
274,"US Representative, District 31",John Carter,REP,310
274,"US Representative, District 31",Louie Minor,DEM,339
274,"US Representative, District 31",Scott J. Ballard,LIB,35
275,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,373
275,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,424
275,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,377
275,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,420
275,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,444
275,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,351
275,Attorney General,Jamar Osborne,GRN,12
275,Attorney General,Jamie Balagia,LIB,56
275,Attorney General,Ken Paxton,REP,346
275,Attorney General,Sam Houston,DEM,427
275,Austin Prop 1 CITY OF AUSTIN FULL PURPOSE,Against (En Contra),NON,556
275,Austin Prop 1 CITY OF AUSTIN FULL PURPOSE,For (A Favor),NON,257
275,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,455
275,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,371
275,"Chief Justice, Supreme Court",Nathan Hecht,REP,353
275,"Chief Justice, Supreme Court",Tom Oxford,LIB,59
275,"Chief Justice, Supreme Court",William Moody,DEM,425
275,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,50
275,Commissioner of Agriculture,Jim Hogan,DEM,410
275,Commissioner of Agriculture,Kenneth Kendrick,GRN,32
275,Commissioner of Agriculture,Sid Miller,REP,336
275,Commissioner of the General Land Office,George P. Bush,REP,360
275,Commissioner of the General Land Office,John Cook,DEM,413
275,Commissioner of the General Land Office,Justin Knight,LIB,42
275,Commissioner of the General Land Office,Valerie Alessi,GRN,25
275,Comptroller of Public Accounts,Ben Sanders,LIB,46
275,Comptroller of Public Accounts,Deb Shafto,GRN,25
275,Comptroller of Public Accounts,Glenn Hegar,REP,346
275,Comptroller of Public Accounts,Mike Collier,DEM,419
275,"County Commissioner, Precinct No. 2",Cynthia Long,REP,369
275,"County Commissioner, Precinct No. 2","Eddie B. Hurst, Jr.",DEM,414
275,"County Commissioner, Precinct No. 2",Meta Lyons-Bates,LIB,48
275,County Judge,Dan A. Gattis,REP,372
275,County Judge,Michael H. Custer,DEM,441
275,"District 6, Austin City Council",Don Zimmerman,NON,166
275,"District 6, Austin City Council","James ""Jimmy"" Flannigan",NON,159
275,"District 6, Austin City Council",Jay Wiley,NON,121
275,"District 6, Austin City Council","Lloyd ""Pete"" Phillips",NON,14
275,"District 6, Austin City Council",Mackenzie Kelly,NON,50
275,"District 6, Austin City Council",Matt Stillwell,NON,142
275,"District Judge, 277th Judicial District",Stacey Mathews,REP,433
275,"District Judge, 368th Judicial District",Rick J. Kennon,REP,421
275,Governor,Brandon Parmer,GRN,5
275,Governor,Greg Abbott,REP,350
275,Governor,Kathie Glass,LIB,26
275,Governor,Wendy R. Davis,DEM,473
275,Governor,WRITE-IN,NON,0
275,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,354
275,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,409
275,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,60
275,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,164
275,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,383
275,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,146
275,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,395
275,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,142
275,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,145
275,"Justice of the Peace, Precinct No. 2",Dan Michael,LIB,214
275,"Justice of the Peace, Precinct No. 2",Edna Staudt,REP,403
275,"Justice, Supreme Court, Place 6",Jeff Brown,REP,350
275,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,415
275,"Justice, Supreme Court, Place 6",Mark Ash,LIB,66
275,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,13
275,"Justice, Supreme Court, Place 7",Don Fulton,LIB,52
275,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,429
275,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,335
275,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,155
275,"Justice, Supreme Court, Place 8",Phil Johnson,REP,386
275,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,142
275,Lieutenant Governor,Chandrakantha Courtney,GRN,18
275,Lieutenant Governor,Dan Patrick,REP,350
275,Lieutenant Governor,Leticia Van de Putte,DEM,440
275,Lieutenant Governor,Robert D. Butler,LIB,38
275,"Mayor, City of Austin",David Orshalick,NON,20
275,"Mayor, City of Austin",Mary Catherine Krenek,NON,45
275,"Mayor, City of Austin",Mike Martinez,NON,162
275,"Mayor, City of Austin",Randall Stephens,NON,18
275,"Mayor, City of Austin",Ronald Culver,NON,3
275,"Mayor, City of Austin",Sheryl Cole,NON,91
275,"Mayor, City of Austin",Steve Adler,NON,267
275,"Mayor, City of Austin",Todd Phelps,NON,100
275,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,207
275,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,223
275,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,174
275,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,275
275,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,87
275,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,144
275,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,102
275,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,34
275,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,34
275,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,13
275,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,218
275,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,275
275,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,106
275,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,127
275,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,207
275,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,231
275,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,172
275,Railroad Commissioner,Mark A. Miller,LIB,49
275,Railroad Commissioner,Martina Salinas,GRN,30
275,Railroad Commissioner,Ryan Sitton,REP,338
275,Railroad Commissioner,Steve Brown,DEM,417
275,"State Representative, District 136","John H. Bucy, III",DEM,444
275,"State Representative, District 136",Justin Billiot,LIB,39
275,"State Representative, District 136",Tony Dale,REP,357
275,"State Senator, District 5",Charles Schwertner,REP,350
275,"State Senator, District 5",Joel Shapiro,DEM,446
275,"State Senator, District 5",Matthew Whittington,LIB,42
275,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,209
275,STRAIGHT PARTY,GREEN PARTY,GRN,0
275,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,4
275,STRAIGHT PARTY,REPUBLICAN PARTY,REP,199
275,TX Prop 1,Against (En Contra),NON,311
275,TX Prop 1,For (A Favor),NON,492
275,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,409
275,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,17
275,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,366
275,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,55
275,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
275,"US Representative, District 31",John Carter,REP,364
275,"US Representative, District 31",Louie Minor,DEM,415
275,"US Representative, District 31",Scott J. Ballard,LIB,49
277,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,831
277,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,937
277,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,834
277,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,931
277,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,998
277,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,790
277,Attorney General,Jamar Osborne,GRN,10
277,Attorney General,Jamie Balagia,LIB,104
277,Attorney General,Ken Paxton,REP,1160
277,Attorney General,Sam Houston,DEM,635
277,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,627
277,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,1237
277,"Chief Justice, Supreme Court",Nathan Hecht,REP,1187
277,"Chief Justice, Supreme Court",Tom Oxford,LIB,95
277,"Chief Justice, Supreme Court",William Moody,DEM,608
277,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,104
277,Commissioner of Agriculture,Jim Hogan,DEM,594
277,Commissioner of Agriculture,Kenneth Kendrick,GRN,35
277,Commissioner of Agriculture,Sid Miller,REP,1154
277,Commissioner of the General Land Office,George P. Bush,REP,1197
277,Commissioner of the General Land Office,John Cook,DEM,573
277,Commissioner of the General Land Office,Justin Knight,LIB,93
277,Commissioner of the General Land Office,Valerie Alessi,GRN,35
277,Comptroller of Public Accounts,Ben Sanders,LIB,112
277,Comptroller of Public Accounts,Deb Shafto,GRN,17
277,Comptroller of Public Accounts,Glenn Hegar,REP,1158
277,Comptroller of Public Accounts,Mike Collier,DEM,611
277,"County Commissioner, Precinct No. 2",Cynthia Long,REP,1225
277,"County Commissioner, Precinct No. 2","Eddie B. Hurst, Jr.",DEM,575
277,"County Commissioner, Precinct No. 2",Meta Lyons-Bates,LIB,84
277,County Judge,Dan A. Gattis,REP,1252
277,County Judge,Michael H. Custer,DEM,614
277,"District Judge, 277th Judicial District",Stacey Mathews,REP,1301
277,"District Judge, 368th Judicial District",Rick J. Kennon,REP,1280
277,Governor,Brandon Parmer,GRN,7
277,Governor,Greg Abbott,REP,1194
277,Governor,Kathie Glass,LIB,40
277,Governor,Wendy R. Davis,DEM,681
277,Governor,WRITE-IN,NON,1
277,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,1174
277,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,590
277,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,113
277,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,209
277,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,1231
277,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,262
277,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,1232
277,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,189
277,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,272
277,"Justice of the Peace, Precinct No. 2",Dan Michael,LIB,372
277,"Justice of the Peace, Precinct No. 2",Edna Staudt,REP,1253
277,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1188
277,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,584
277,"Justice, Supreme Court, Place 6",Mark Ash,LIB,116
277,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,13
277,"Justice, Supreme Court, Place 7",Don Fulton,LIB,101
277,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,607
277,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,1170
277,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,191
277,"Justice, Supreme Court, Place 8",Phil Johnson,REP,1239
277,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,258
277,Lieutenant Governor,Chandrakantha Courtney,GRN,11
277,Lieutenant Governor,Dan Patrick,REP,1165
277,Lieutenant Governor,Leticia Van de Putte,DEM,643
277,Lieutenant Governor,Robert D. Butler,LIB,95
277,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,425
277,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,459
277,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,210
277,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,203
277,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,166
277,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,77
277,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,106
277,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,93
277,Railroad Commissioner,Mark A. Miller,LIB,115
277,Railroad Commissioner,Martina Salinas,GRN,32
277,Railroad Commissioner,Ryan Sitton,REP,1151
277,Railroad Commissioner,Steve Brown,DEM,586
277,"State Representative, District 136","John H. Bucy, III",DEM,616
277,"State Representative, District 136",Justin Billiot,LIB,77
277,"State Representative, District 136",Tony Dale,REP,1206
277,"State Senator, District 5",Charles Schwertner,REP,1173
277,"State Senator, District 5",Joel Shapiro,DEM,611
277,"State Senator, District 5",Matthew Whittington,LIB,100
277,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,323
277,STRAIGHT PARTY,GREEN PARTY,GRN,1
277,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,13
277,STRAIGHT PARTY,REPUBLICAN PARTY,REP,740
277,TX Prop 1,Against (En Contra),NON,536
277,TX Prop 1,For (A Favor),NON,1245
277,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,586
277,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,18
277,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,1212
277,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,88
277,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,3
277,"US Representative, District 31",John Carter,REP,1216
277,"US Representative, District 31",Louie Minor,DEM,584
277,"US Representative, District 31",Scott J. Ballard,LIB,84
277,"Williamson-Travis MUD 1, Director",Art Medrano,NON,1
277,"Williamson-Travis MUD 1, Director",Catherine Franke,NON,2
277,"Williamson-Travis MUD 1, Director",Linda Durham,NON,2
277,"Williamson-Travis MUD 1, Director",Luis Zervigon,NON,2
277,"Williamson-Travis MUD 1, Director",Robert Kenny,NON,2
278,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,737
278,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,980
278,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,753
278,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,952
278,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,913
278,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,811
278,Attorney General,Jamar Osborne,GRN,15
278,Attorney General,Jamie Balagia,LIB,121
278,Attorney General,Ken Paxton,REP,946
278,Attorney General,Sam Houston,DEM,739
278,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,759
278,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,1022
278,"Chief Justice, Supreme Court",Nathan Hecht,REP,966
278,"Chief Justice, Supreme Court",Tom Oxford,LIB,115
278,"Chief Justice, Supreme Court",William Moody,DEM,725
278,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,124
278,Commissioner of Agriculture,Jim Hogan,DEM,681
278,Commissioner of Agriculture,Kenneth Kendrick,GRN,44
278,Commissioner of Agriculture,Sid Miller,REP,942
278,Commissioner of the General Land Office,George P. Bush,REP,984
278,Commissioner of the General Land Office,John Cook,DEM,684
278,Commissioner of the General Land Office,Justin Knight,LIB,103
278,Commissioner of the General Land Office,Valerie Alessi,GRN,44
278,Comptroller of Public Accounts,Ben Sanders,LIB,121
278,Comptroller of Public Accounts,Deb Shafto,GRN,30
278,Comptroller of Public Accounts,Glenn Hegar,REP,951
278,Comptroller of Public Accounts,Mike Collier,DEM,702
278,"County Commissioner, Precinct No. 2",Cynthia Long,REP,1012
278,"County Commissioner, Precinct No. 2","Eddie B. Hurst, Jr.",DEM,679
278,"County Commissioner, Precinct No. 2",Meta Lyons-Bates,LIB,112
278,County Judge,Dan A. Gattis,REP,1041
278,County Judge,Michael H. Custer,DEM,742
278,"District Judge, 277th Judicial District",Stacey Mathews,REP,1106
278,"District Judge, 368th Judicial District",Rick J. Kennon,REP,1080
278,Governor,Brandon Parmer,GRN,3
278,Governor,Greg Abbott,REP,994
278,Governor,Kathie Glass,LIB,53
278,Governor,Wendy R. Davis,DEM,790
278,Governor,WRITE-IN,NON,2
278,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,967
278,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,706
278,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,123
278,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,264
278,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,1015
278,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,272
278,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,1017
278,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,240
278,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,283
278,"Justice of the Peace, Precinct No. 2",Dan Michael,LIB,418
278,"Justice of the Peace, Precinct No. 2",Edna Staudt,REP,1065
278,"Justice, Supreme Court, Place 6",Jeff Brown,REP,968
278,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,707
278,"Justice, Supreme Court, Place 6",Mark Ash,LIB,125
278,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,15
278,"Justice, Supreme Court, Place 7",Don Fulton,LIB,114
278,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,722
278,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,957
278,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,248
278,"Justice, Supreme Court, Place 8",Phil Johnson,REP,1034
278,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,263
278,Lieutenant Governor,Chandrakantha Courtney,GRN,13
278,Lieutenant Governor,Dan Patrick,REP,969
278,Lieutenant Governor,Leticia Van de Putte,DEM,744
278,Lieutenant Governor,Robert D. Butler,LIB,105
278,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,408
278,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,464
278,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,210
278,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,200
278,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,174
278,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,65
278,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,89
278,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,84
278,Railroad Commissioner,Mark A. Miller,LIB,128
278,Railroad Commissioner,Martina Salinas,GRN,36
278,Railroad Commissioner,Ryan Sitton,REP,942
278,Railroad Commissioner,Steve Brown,DEM,683
278,"State Representative, District 136","John H. Bucy, III",DEM,715
278,"State Representative, District 136",Justin Billiot,LIB,94
278,"State Representative, District 136",Tony Dale,REP,1000
278,"State Senator, District 5",Charles Schwertner,REP,974
278,"State Senator, District 5",Joel Shapiro,DEM,718
278,"State Senator, District 5",Matthew Whittington,LIB,113
278,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,395
278,STRAIGHT PARTY,GREEN PARTY,GRN,2
278,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,17
278,STRAIGHT PARTY,REPUBLICAN PARTY,REP,615
278,TX Prop 1,Against (En Contra),NON,484
278,TX Prop 1,For (A Favor),NON,1235
278,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,668
278,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,17
278,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,1017
278,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,111
278,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,3
278,"US Representative, District 31",John Carter,REP,1023
278,"US Representative, District 31",Louie Minor,DEM,671
