Precinct Code,Contest Title,Candidate Name,Party Code,Votes
150,County Judge,Michael H. Custer,DEM,256
150,"District Judge, 277th Judicial District",Stacey Mathews,REP,233
150,"District Judge, 368th Judicial District",Rick J. Kennon,REP,225
150,Governor,Brandon Parmer,GRN,2
150,Governor,Greg Abbott,REP,198
150,Governor,Kathie Glass,LIB,8
150,Governor,Wendy R. Davis,DEM,271
150,Governor,WRITE-IN,NON,0
150,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,195
150,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,255
150,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,26
150,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,77
150,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,225
150,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,82
150,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,225
150,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,67
150,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,93
150,"Justice of the Peace, Precinct No. 1",Dain Johnson,REP,220
150,"Justice of the Peace, Precinct No. 1",Nick Lealos,DEM,249
150,"Justice, Supreme Court, Place 6",Jeff Brown,REP,201
150,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,251
150,"Justice, Supreme Court, Place 6",Mark Ash,LIB,24
150,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,4
150,"Justice, Supreme Court, Place 7",Don Fulton,LIB,18
150,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,254
150,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,200
150,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,76
150,"Justice, Supreme Court, Place 8",Phil Johnson,REP,224
150,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,78
150,Lieutenant Governor,Chandrakantha Courtney,GRN,4
150,Lieutenant Governor,Dan Patrick,REP,196
150,Lieutenant Governor,Leticia Van de Putte,DEM,269
150,Lieutenant Governor,Robert D. Butler,LIB,11
150,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,126
150,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,115
150,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,117
150,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,177
150,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,51
150,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,78
150,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,45
150,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,21
150,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,28
150,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,10
150,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,92
150,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,204
150,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,72
150,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,92
150,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,121
150,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,150
150,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,116
150,Railroad Commissioner,Mark A. Miller,LIB,16
150,Railroad Commissioner,Martina Salinas,GRN,11
150,Railroad Commissioner,Ryan Sitton,REP,189
150,Railroad Commissioner,Steve Brown,DEM,261
150,"State Representative, District 52",Chris Osborn,DEM,259
150,"State Representative, District 52",Irene Johnson,LIB,19
150,"State Representative, District 52",Larry Gonzales,REP,198
150,"State Senator, District 5",Charles Schwertner,REP,199
150,"State Senator, District 5",Joel Shapiro,DEM,259
150,"State Senator, District 5",Matthew Whittington,LIB,16
150,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,144
150,STRAIGHT PARTY,GREEN PARTY,GRN,0
150,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,1
150,STRAIGHT PARTY,REPUBLICAN PARTY,REP,109
150,TX Prop 1,Against (En Contra),NON,128
150,TX Prop 1,For (A Favor),NON,297
150,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,245
150,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,2
150,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,215
150,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,19
150,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
150,"US Representative, District 31",John Carter,REP,215
150,"US Representative, District 31",Louie Minor,DEM,242
150,"US Representative, District 31",Scott J. Ballard,LIB,14
151,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,210
151,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,234
151,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,207
151,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,234
151,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,229
151,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,204
151,Attorney General,Jamar Osborne,GRN,7
151,Attorney General,Jamie Balagia,LIB,24
151,Attorney General,Ken Paxton,REP,195
151,Attorney General,Sam Houston,DEM,257
151,Austin Prop 1 CITY OF AUSTIN FULL PURPOSE,Against (En Contra),NON,189
151,Austin Prop 1 CITY OF AUSTIN FULL PURPOSE,For (A Favor),NON,96
151,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,267
151,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,204
151,"Chief Justice, Supreme Court",Nathan Hecht,REP,200
151,"Chief Justice, Supreme Court",Tom Oxford,LIB,26
151,"Chief Justice, Supreme Court",William Moody,DEM,251
151,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,22
151,Commissioner of Agriculture,Jim Hogan,DEM,238
151,Commissioner of Agriculture,Kenneth Kendrick,GRN,14
151,Commissioner of Agriculture,Sid Miller,REP,196
151,Commissioner of the General Land Office,George P. Bush,REP,213
151,Commissioner of the General Land Office,John Cook,DEM,243
151,Commissioner of the General Land Office,Justin Knight,LIB,19
151,Commissioner of the General Land Office,Valerie Alessi,GRN,7
151,Comptroller of Public Accounts,Ben Sanders,LIB,26
151,Comptroller of Public Accounts,Deb Shafto,GRN,7
151,Comptroller of Public Accounts,Glenn Hegar,REP,193
151,Comptroller of Public Accounts,Mike Collier,DEM,254
151,County Judge,Dan A. Gattis,REP,209
151,County Judge,Michael H. Custer,DEM,255
151,"District 6, Austin City Council",Don Zimmerman,NON,51
151,"District 6, Austin City Council","James ""Jimmy"" Flannigan",NON,49
151,"District 6, Austin City Council",Jay Wiley,NON,28
151,"District 6, Austin City Council","Lloyd ""Pete"" Phillips",NON,4
151,"District 6, Austin City Council",Mackenzie Kelly,NON,26
151,"District 6, Austin City Council",Matt Stillwell,NON,48
151,"District Judge, 277th Judicial District",Stacey Mathews,REP,239
151,"District Judge, 368th Judicial District",Rick J. Kennon,REP,231
151,Governor,Brandon Parmer,GRN,1
151,Governor,Greg Abbott,REP,202
151,Governor,Kathie Glass,LIB,9
151,Governor,Wendy R. Davis,DEM,274
151,Governor,WRITE-IN,NON,0
151,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,197
151,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,246
151,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,29
151,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,102
151,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,207
151,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,83
151,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,219
151,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,88
151,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,84
151,"Justice of the Peace, Precinct No. 1",Dain Johnson,REP,214
151,"Justice of the Peace, Precinct No. 1",Nick Lealos,DEM,249
151,"Justice, Supreme Court, Place 6",Jeff Brown,REP,201
151,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,242
151,"Justice, Supreme Court, Place 6",Mark Ash,LIB,28
151,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,3
151,"Justice, Supreme Court, Place 7",Don Fulton,LIB,25
151,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,253
151,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,194
151,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,97
151,"Justice, Supreme Court, Place 8",Phil Johnson,REP,223
151,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,75
151,Lieutenant Governor,Chandrakantha Courtney,GRN,1
151,Lieutenant Governor,Dan Patrick,REP,205
151,Lieutenant Governor,Leticia Van de Putte,DEM,255
151,Lieutenant Governor,Robert D. Butler,LIB,22
151,"Mayor, City of Austin",David Orshalick,NON,8
151,"Mayor, City of Austin",Mary Catherine Krenek,NON,10
151,"Mayor, City of Austin",Mike Martinez,NON,62
151,"Mayor, City of Austin",Randall Stephens,NON,10
151,"Mayor, City of Austin",Ronald Culver,NON,8
151,"Mayor, City of Austin",Sheryl Cole,NON,33
151,"Mayor, City of Austin",Steve Adler,NON,70
151,"Mayor, City of Austin",Todd Phelps,NON,36
151,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,93
151,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,107
151,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,84
151,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,148
151,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,55
151,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,60
151,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,39
151,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,11
151,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,22
151,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,11
151,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,130
151,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,131
151,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,68
151,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,74
151,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,89
151,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,134
151,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,74
151,Railroad Commissioner,Mark A. Miller,LIB,28
151,Railroad Commissioner,Martina Salinas,GRN,6
151,Railroad Commissioner,Ryan Sitton,REP,195
151,Railroad Commissioner,Steve Brown,DEM,243
151,"State Representative, District 136","John H. Bucy, III",DEM,263
151,"State Representative, District 136",Justin Billiot,LIB,19
151,"State Representative, District 136",Tony Dale,REP,198
151,"State Senator, District 5",Charles Schwertner,REP,196
151,"State Senator, District 5",Joel Shapiro,DEM,255
151,"State Senator, District 5",Matthew Whittington,LIB,22
151,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,121
151,STRAIGHT PARTY,GREEN PARTY,GRN,0
151,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,4
151,STRAIGHT PARTY,REPUBLICAN PARTY,REP,110
151,TX Prop 1,Against (En Contra),NON,151
151,TX Prop 1,For (A Favor),NON,295
151,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,243
151,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,1
151,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,215
151,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,24
151,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
151,"US Representative, District 31",John Carter,REP,215
151,"US Representative, District 31",Louie Minor,DEM,237
151,"US Representative, District 31",Scott J. Ballard,LIB,24
152,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,129
152,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,198
152,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,129
152,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,192
152,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,143
152,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,177
152,Attorney General,Jamar Osborne,GRN,2
152,Attorney General,Jamie Balagia,LIB,17
152,Attorney General,Ken Paxton,REP,106
152,Attorney General,Sam Houston,DEM,227
152,Austin Prop 1 CITY OF AUSTIN FULL PURPOSE,Against (En Contra),NON,102
152,Austin Prop 1 CITY OF AUSTIN FULL PURPOSE,For (A Favor),NON,67
152,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,225
152,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,116
152,"Chief Justice, Supreme Court",Nathan Hecht,REP,107
152,"Chief Justice, Supreme Court",Tom Oxford,LIB,21
152,"Chief Justice, Supreme Court",William Moody,DEM,221
152,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,16
152,Commissioner of Agriculture,Jim Hogan,DEM,217
152,Commissioner of Agriculture,Kenneth Kendrick,GRN,8
152,Commissioner of Agriculture,Sid Miller,REP,107
152,Commissioner of the General Land Office,George P. Bush,REP,115
152,Commissioner of the General Land Office,John Cook,DEM,213
152,Commissioner of the General Land Office,Justin Knight,LIB,15
152,Commissioner of the General Land Office,Valerie Alessi,GRN,5
152,Comptroller of Public Accounts,Ben Sanders,LIB,14
152,Comptroller of Public Accounts,Deb Shafto,GRN,6
152,Comptroller of Public Accounts,Glenn Hegar,REP,109
152,Comptroller of Public Accounts,Mike Collier,DEM,220
152,County Judge,Dan A. Gattis,REP,123
152,County Judge,Michael H. Custer,DEM,217
152,"District 6, Austin City Council",Don Zimmerman,NON,30
152,"District 6, Austin City Council","James ""Jimmy"" Flannigan",NON,37
152,"District 6, Austin City Council",Jay Wiley,NON,19
152,"District 6, Austin City Council","Lloyd ""Pete"" Phillips",NON,11
152,"District 6, Austin City Council",Mackenzie Kelly,NON,18
152,"District 6, Austin City Council",Matt Stillwell,NON,16
152,"District Judge, 277th Judicial District",Stacey Mathews,REP,154
152,"District Judge, 368th Judicial District",Rick J. Kennon,REP,146
152,Governor,Brandon Parmer,GRN,1
152,Governor,Greg Abbott,REP,110
152,Governor,Kathie Glass,LIB,8
152,Governor,Wendy R. Davis,DEM,232
152,Governor,WRITE-IN,NON,1
152,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,109
152,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,221
152,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,16
152,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,85
152,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,136
152,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,54
152,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,135
152,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,75
152,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,62
152,"Justice of the Peace, Precinct No. 1",Dain Johnson,REP,119
152,"Justice of the Peace, Precinct No. 1",Nick Lealos,DEM,220
152,"Justice, Supreme Court, Place 6",Jeff Brown,REP,113
152,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,219
152,"Justice, Supreme Court, Place 6",Mark Ash,LIB,17
152,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,1
152,"Justice, Supreme Court, Place 7",Don Fulton,LIB,18
152,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,220
152,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,110
152,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,78
152,"Justice, Supreme Court, Place 8",Phil Johnson,REP,134
152,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,61
152,Lieutenant Governor,Chandrakantha Courtney,GRN,1
152,Lieutenant Governor,Dan Patrick,REP,112
152,Lieutenant Governor,Leticia Van de Putte,DEM,227
152,Lieutenant Governor,Robert D. Butler,LIB,13
152,"Mayor, City of Austin",David Orshalick,NON,5
152,"Mayor, City of Austin",Mary Catherine Krenek,NON,7
152,"Mayor, City of Austin",Mike Martinez,NON,36
152,"Mayor, City of Austin",Randall Stephens,NON,3
152,"Mayor, City of Austin",Ronald Culver,NON,3
152,"Mayor, City of Austin",Sheryl Cole,NON,26
152,"Mayor, City of Austin",Steve Adler,NON,40
152,"Mayor, City of Austin",Todd Phelps,NON,25
152,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,96
152,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,92
152,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,69
152,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,121
152,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,37
152,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,65
152,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,46
152,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,16
152,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,17
152,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,9
152,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,89
152,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,114
152,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,33
152,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,62
152,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,97
152,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,112
152,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,69
152,Railroad Commissioner,Mark A. Miller,LIB,18
152,Railroad Commissioner,Martina Salinas,GRN,6
152,Railroad Commissioner,Ryan Sitton,REP,108
152,Railroad Commissioner,Steve Brown,DEM,218
152,"State Representative, District 136","John H. Bucy, III",DEM,222
152,"State Representative, District 136",Justin Billiot,LIB,13
152,"State Representative, District 136",Tony Dale,REP,110
152,"State Senator, District 5",Charles Schwertner,REP,103
152,"State Senator, District 5",Joel Shapiro,DEM,227
152,"State Senator, District 5",Matthew Whittington,LIB,15
152,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,111
152,STRAIGHT PARTY,GREEN PARTY,GRN,0
152,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,5
152,STRAIGHT PARTY,REPUBLICAN PARTY,REP,62
152,TX Prop 1,Against (En Contra),NON,109
152,TX Prop 1,For (A Favor),NON,212
152,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,213
152,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,8
152,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,121
152,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,8
152,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
152,"US Representative, District 31",John Carter,REP,120
152,"US Representative, District 31",Louie Minor,DEM,211
152,"US Representative, District 31",Scott J. Ballard,LIB,10
160,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,382
160,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,448
160,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,354
160,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,475
160,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,436
160,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,382
160,Attorney General,Jamar Osborne,GRN,5
160,Attorney General,Jamie Balagia,LIB,41
160,Attorney General,Ken Paxton,REP,452
160,Attorney General,Sam Houston,DEM,389
160,"Brushy Creek MUD, Director, Place 3",Jim Donaldson,NON,239
160,"Brushy Creek MUD, Director, Place 3",Kim Filiatrault,NON,325
160,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,394
160,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,475
160,"Chief Justice, Supreme Court",Nathan Hecht,REP,456
160,"Chief Justice, Supreme Court",Tom Oxford,LIB,42
160,"Chief Justice, Supreme Court",William Moody,DEM,373
160,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,40
160,Commissioner of Agriculture,Jim Hogan,DEM,360
160,Commissioner of Agriculture,Kenneth Kendrick,GRN,23
160,Commissioner of Agriculture,Sid Miller,REP,445
160,Commissioner of the General Land Office,George P. Bush,REP,472
160,Commissioner of the General Land Office,John Cook,DEM,358
160,Commissioner of the General Land Office,Justin Knight,LIB,37
160,Commissioner of the General Land Office,Valerie Alessi,GRN,11
160,Comptroller of Public Accounts,Ben Sanders,LIB,37
160,Comptroller of Public Accounts,Deb Shafto,GRN,15
160,Comptroller of Public Accounts,Glenn Hegar,REP,447
160,Comptroller of Public Accounts,Mike Collier,DEM,374
160,County Judge,Dan A. Gattis,REP,487
160,County Judge,Michael H. Custer,DEM,381
160,"District Judge, 277th Judicial District",Stacey Mathews,REP,550
160,"District Judge, 368th Judicial District",Rick J. Kennon,REP,530
160,Governor,Brandon Parmer,GRN,5
160,Governor,Greg Abbott,REP,455
160,Governor,Kathie Glass,LIB,14
160,Governor,Wendy R. Davis,DEM,420
160,Governor,WRITE-IN,NON,2
160,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,454
160,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,373
160,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,42
160,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,129
160,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,503
160,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,133
160,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,501
160,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,105
160,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,153
160,"Justice of the Peace, Precinct No. 1",Dain Johnson,REP,478
160,"Justice of the Peace, Precinct No. 1",Nick Lealos,DEM,377
160,"Justice, Supreme Court, Place 6",Jeff Brown,REP,458
160,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,369
160,"Justice, Supreme Court, Place 6",Mark Ash,LIB,39
160,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,6
160,"Justice, Supreme Court, Place 7",Don Fulton,LIB,33
160,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,380
160,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,449
160,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,121
160,"Justice, Supreme Court, Place 8",Phil Johnson,REP,502
160,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,130
160,Lieutenant Governor,Chandrakantha Courtney,GRN,6
160,Lieutenant Governor,Dan Patrick,REP,462
160,Lieutenant Governor,Leticia Van de Putte,DEM,392
160,Lieutenant Governor,Robert D. Butler,LIB,29
160,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,205
160,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,229
160,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,195
160,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,377
160,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,102
160,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,109
160,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,92
160,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,56
160,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,49
160,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,21
160,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,248
160,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,329
160,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,223
160,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,162
160,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,187
160,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,383
160,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,181
160,Railroad Commissioner,Mark A. Miller,LIB,38
160,Railroad Commissioner,Martina Salinas,GRN,22
160,Railroad Commissioner,Ryan Sitton,REP,445
160,Railroad Commissioner,Steve Brown,DEM,361
160,"State Representative, District 136","John H. Bucy, III",DEM,378
160,"State Representative, District 136",Justin Billiot,LIB,29
160,"State Representative, District 136",Tony Dale,REP,471
160,"State Senator, District 5",Charles Schwertner,REP,460
160,"State Senator, District 5",Joel Shapiro,DEM,377
160,"State Senator, District 5",Matthew Whittington,LIB,36
160,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,182
160,STRAIGHT PARTY,GREEN PARTY,GRN,1
160,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,4
160,STRAIGHT PARTY,REPUBLICAN PARTY,REP,240
160,TX Prop 1,Against (En Contra),NON,191
160,TX Prop 1,For (A Favor),NON,621
160,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,353
160,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,5
160,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,487
160,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,39
160,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,3
160,"US Representative, District 31",John Carter,REP,490
160,"US Representative, District 31",Louie Minor,DEM,349
160,"US Representative, District 31",Scott J. Ballard,LIB,36
162,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,171
162,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,229
162,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,177
